UNIQUE_id,PSYCH_big_five_inventory_neurotic_score,CONNECTION_activities_greeted_neighbour_or_stranger_p3m
cscs_10734,NA,A few times a month
cscs_10735,NA,NA
cscs_10736,NA,A few times a week
cscs_10736,NA,Weekly
cscs_10737,25,Daily or almost daily
cscs_10738,NA,Weekly
cscs_10739,NA,NA
cscs_10740,NA,NA
cscs_10741,NA,NA
cscs_10742,23,A few times a week
cscs_10743,NA,NA
cscs_10744,NA,NA
cscs_10745,NA,Weekly
cscs_10746,22,NA
cscs_10747,NA,NA
cscs_10748,NA,NA
cscs_10749,NA,NA
cscs_10751,NA,Daily or almost daily
cscs_10752,NA,NA
cscs_10753,NA,NA
cscs_10754,NA,NA
cscs_10755,NA,NA
cscs_10756,NA,Weekly
cscs_10757,NA,A few times a week
cscs_10758,NA,NA
cscs_10759,NA,Monthly
cscs_10760,20,NA
cscs_10761,12,Daily or almost daily
cscs_10762,NA,NA
cscs_10764,NA,NA
cscs_10765,NA,NA
cscs_10766,NA,Daily or almost daily
cscs_10766,NA,A few times a week
cscs_10767,NA,Monthly
cscs_10767,NA,Weekly
cscs_10767,NA,A few times a week
cscs_10768,NA,NA
cscs_10769,NA,Daily or almost daily
cscs_10771,NA,A few times a month
cscs_10771,NA,Monthly
cscs_10771,NA,Less than monthly
cscs_10772,NA,NA
cscs_10773,NA,Daily or almost daily
cscs_10773,NA,Daily or almost daily
cscs_10773,NA,Daily or almost daily
cscs_10776,NA,NA
cscs_10777,NA,A few times a month
cscs_10778,NA,NA
cscs_10779,31,NA
cscs_10780,NA,A few times a month
cscs_10782,28,Daily or almost daily
cscs_10783,25,Daily or almost daily
cscs_10784,25,NA
cscs_10785,NA,A few times a month
cscs_10786,NA,NA
cscs_10787,NA,NA
cscs_10788,23,Daily or almost daily
cscs_10789,NA,NA
cscs_10790,NA,NA
cscs_10791,NA,Weekly
cscs_10792,NA,NA
cscs_10793,NA,NA
cscs_10794,32,Daily or almost daily
cscs_10795,NA,NA
cscs_10796,NA,NA
cscs_10797,NA,A few times a month
cscs_10798,NA,NA
cscs_10801,NA,NA
cscs_10802,NA,Daily or almost daily
cscs_10803,NA,A few times a month
cscs_10804,19,A few times a month
cscs_10805,NA,NA
cscs_10806,NA,Daily or almost daily
cscs_10807,NA,NA
cscs_10808,NA,A few times a month
cscs_10809,NA,NA
cscs_10810,21,Daily or almost daily
cscs_10811,NA,NA
cscs_10812,NA,Weekly
cscs_10813,29,A few times a week
cscs_10814,NA,NA
cscs_10815,NA,NA
cscs_10817,NA,NA
cscs_10819,NA,NA
cscs_10820,NA,NA
cscs_10821,NA,NA
cscs_10822,NA,NA
cscs_10823,NA,NA
cscs_10824,NA,NA
cscs_10825,NA,Monthly
cscs_10826,NA,Daily or almost daily
cscs_10827,NA,NA
cscs_10828,NA,A few times a week
cscs_10829,NA,NA
cscs_10830,NA,A few times a week
cscs_10831,NA,NA
cscs_10832,NA,A few times a month
cscs_10833,NA,Weekly
cscs_10834,NA,NA
cscs_10835,NA,NA
cscs_10836,NA,NA
cscs_10837,16,Daily or almost daily
cscs_10838,NA,NA
cscs_10839,NA,Not in the past three months
cscs_10840,NA,NA
cscs_10841,NA,NA
cscs_10843,26,Less than monthly
cscs_10844,NA,Monthly
cscs_10846,19,NA
cscs_10847,NA,Daily or almost daily
cscs_10847,NA,Daily or almost daily
cscs_10848,NA,NA
cscs_10849,NA,Less than monthly
cscs_10850,NA,NA
cscs_10851,NA,NA
cscs_10852,NA,A few times a month
cscs_10853,20,A few times a month
cscs_10854,38,NA
cscs_10855,NA,Weekly
cscs_10856,23,Daily or almost daily
cscs_10857,NA,Daily or almost daily
cscs_10858,NA,NA
cscs_10859,NA,NA
cscs_10860,NA,Weekly
cscs_10862,NA,NA
cscs_10864,NA,NA
cscs_10865,NA,NA
cscs_10866,24,A few times a month
cscs_10867,19,Monthly
cscs_10868,NA,A few times a month
cscs_10869,NA,NA
cscs_10870,33,Weekly
cscs_10871,NA,A few times a month
cscs_10872,NA,NA
cscs_10873,NA,A few times a week
cscs_10874,NA,NA
cscs_10875,NA,NA
cscs_10876,NA,A few times a month
cscs_10877,26,A few times a week
cscs_10878,21,A few times a month
cscs_10879,NA,NA
cscs_10880,NA,NA
cscs_10881,NA,A few times a week
cscs_10882,NA,NA
cscs_10883,NA,NA
cscs_10885,NA,A few times a week
cscs_10886,NA,NA
cscs_10887,NA,A few times a week
cscs_10888,NA,NA
cscs_10889,NA,A few times a week
cscs_10889,NA,Daily or almost daily
cscs_10889,NA,A few times a week
cscs_10890,NA,NA
cscs_10891,NA,NA
cscs_10892,NA,NA
cscs_10893,NA,NA
cscs_10894,29,A few times a month
cscs_10895,NA,NA
cscs_10896,NA,NA
cscs_10897,NA,A few times a week
cscs_10899,22,NA
cscs_10900,22,A few times a month
cscs_10901,NA,NA
cscs_10902,NA,Daily or almost daily
cscs_10903,NA,A few times a week
cscs_10904,NA,Daily or almost daily
cscs_10904,NA,Daily or almost daily
cscs_10904,NA,Daily or almost daily
cscs_10905,NA,NA
cscs_10906,NA,A few times a week
cscs_10907,29,A few times a week
cscs_10908,23,Weekly
cscs_10910,NA,A few times a month
cscs_10911,NA,Daily or almost daily
cscs_10912,15,Monthly
cscs_10913,NA,NA
cscs_10914,NA,Daily or almost daily
cscs_10915,NA,NA
cscs_10916,NA,NA
cscs_10917,NA,A few times a month
cscs_10917,NA,Weekly
cscs_10919,NA,NA
cscs_10920,NA,Weekly
cscs_10921,NA,NA
cscs_10922,NA,Monthly
cscs_10923,NA,Daily or almost daily
cscs_10924,11,Weekly
cscs_10925,NA,NA
cscs_10926,NA,NA
cscs_10927,NA,Weekly
cscs_10927,NA,A few times a week
cscs_10927,NA,A few times a week
cscs_10928,NA,Monthly
cscs_10929,24,Weekly
cscs_10930,NA,A few times a week
cscs_10931,30,Weekly
cscs_10932,NA,NA
cscs_10933,20,A few times a week
cscs_10934,NA,NA
cscs_10935,NA,Weekly
cscs_10936,NA,Daily or almost daily
cscs_10936,NA,Daily or almost daily
cscs_10936,NA,Daily or almost daily
cscs_10937,NA,Weekly
cscs_10938,NA,NA
cscs_10939,NA,NA
cscs_10940,NA,Weekly
cscs_10941,29,A few times a week
cscs_10943,NA,NA
cscs_10944,NA,Daily or almost daily
cscs_10945,NA,A few times a month
cscs_10947,NA,Less than monthly
cscs_10949,33,Monthly
cscs_10950,28,Weekly
cscs_10951,NA,NA
cscs_10952,NA,NA
cscs_10953,22,A few times a month
cscs_10954,NA,A few times a month
cscs_10955,NA,NA
cscs_10956,31,A few times a week
cscs_10957,NA,NA
cscs_10958,NA,NA
cscs_10959,NA,Daily or almost daily
cscs_10959,NA,Monthly
cscs_10959,NA,Daily or almost daily
cscs_10960,NA,A few times a month
cscs_10961,26,A few times a week
cscs_10962,NA,A few times a week
cscs_10963,NA,NA
cscs_10964,NA,NA
cscs_10965,NA,NA
cscs_10966,NA,NA
cscs_10967,NA,A few times a month
cscs_10968,NA,Weekly
cscs_10968,NA,A few times a week
cscs_10968,NA,Weekly
cscs_10969,NA,Monthly
cscs_10970,28,Monthly
cscs_10971,NA,A few times a month
cscs_10972,NA,NA
cscs_10973,NA,NA
cscs_10975,30,Daily or almost daily
cscs_10976,NA,NA
cscs_10977,30,Daily or almost daily
cscs_10978,NA,A few times a month
cscs_10979,NA,NA
cscs_10980,NA,NA
cscs_10981,31,A few times a week
cscs_10982,NA,NA
cscs_10983,28,A few times a week
cscs_10984,22,A few times a week
cscs_10985,NA,NA
cscs_10986,33,A few times a week
cscs_10987,NA,A few times a month
cscs_10988,NA,Daily or almost daily
cscs_10990,NA,Monthly
cscs_10991,NA,NA
cscs_10992,NA,NA
cscs_10993,17,Daily or almost daily
cscs_10994,NA,A few times a month
cscs_10995,NA,A few times a month
cscs_10996,27,Weekly
cscs_10997,NA,NA
cscs_10998,NA,A few times a week
cscs_10999,NA,Daily or almost daily
cscs_11000,NA,Monthly
cscs_11001,NA,NA
cscs_11002,NA,NA
cscs_11003,NA,Weekly
cscs_11004,26,A few times a week
cscs_11005,10,Daily or almost daily
cscs_11006,25,A few times a month
cscs_11007,15,A few times a week
cscs_11008,NA,NA
cscs_11009,26,Monthly
cscs_11011,NA,NA
cscs_11012,NA,Weekly
cscs_11012,NA,A few times a month
cscs_11012,NA,Daily or almost daily
cscs_11014,NA,A few times a week
cscs_11015,NA,Daily or almost daily
cscs_11017,NA,NA
cscs_11018,NA,A few times a month
cscs_11019,NA,NA
cscs_11020,NA,A few times a month
cscs_11021,NA,NA
cscs_11023,NA,A few times a week
cscs_11024,NA,A few times a week
cscs_11025,NA,A few times a month
cscs_11026,20,A few times a week
cscs_11027,NA,NA
cscs_11028,NA,NA
cscs_11030,NA,Weekly
cscs_11031,NA,NA
cscs_11033,NA,NA
cscs_11034,NA,Daily or almost daily
cscs_11035,NA,Monthly
cscs_11036,NA,A few times a month
cscs_11037,NA,Daily or almost daily
cscs_11038,NA,NA
cscs_11039,NA,NA
cscs_11040,NA,NA
cscs_11041,NA,Daily or almost daily
cscs_11042,NA,NA
cscs_11043,NA,NA
cscs_11045,NA,NA
cscs_11046,NA,Daily or almost daily
cscs_11047,NA,Daily or almost daily
cscs_11048,NA,NA
cscs_11049,NA,Weekly
cscs_11050,34,A few times a month
cscs_11051,NA,NA
cscs_11052,NA,NA
cscs_11054,NA,NA
cscs_11055,NA,NA
cscs_11056,NA,A few times a month
cscs_11057,NA,NA
cscs_11058,8,Daily or almost daily
cscs_11062,NA,Daily or almost daily
cscs_11064,NA,A few times a week
cscs_11065,NA,NA
cscs_11066,NA,NA
cscs_11067,NA,A few times a week
cscs_11069,NA,Daily or almost daily
cscs_11069,NA,A few times a week
cscs_11069,NA,A few times a month
cscs_11070,NA,NA
cscs_11071,NA,NA
cscs_11072,NA,Weekly
cscs_11073,NA,A few times a month
cscs_11075,NA,NA
cscs_11076,NA,Monthly
cscs_11077,NA,NA
cscs_11078,21,A few times a month
cscs_11079,NA,A few times a month
cscs_11081,NA,NA
cscs_11082,NA,Monthly
cscs_11083,15,A few times a week
cscs_11084,NA,A few times a month
cscs_11085,NA,Weekly
cscs_11086,NA,NA
cscs_11087,NA,Less than monthly
cscs_11087,NA,Weekly
cscs_11087,NA,A few times a week
cscs_11088,NA,NA
cscs_11089,NA,NA
cscs_11090,NA,A few times a week
cscs_11091,NA,Daily or almost daily
cscs_11092,22,A few times a week
cscs_11094,NA,NA
cscs_11095,NA,NA
cscs_11096,NA,NA
cscs_11097,NA,NA
cscs_11098,NA,Daily or almost daily
cscs_11098,NA,Daily or almost daily
cscs_11098,NA,Daily or almost daily
cscs_11099,NA,A few times a month
cscs_11100,NA,Daily or almost daily
cscs_11101,18,A few times a week
cscs_11102,NA,NA
cscs_11103,NA,NA
cscs_11104,NA,Weekly
cscs_11105,NA,NA
cscs_11106,NA,NA
cscs_11108,NA,A few times a week
cscs_11109,NA,A few times a week
cscs_11110,NA,Less than monthly
cscs_11112,NA,A few times a month
cscs_11113,NA,NA
cscs_11114,NA,NA
cscs_11115,NA,NA
cscs_11116,19,Daily or almost daily
cscs_11118,NA,Weekly
cscs_11118,NA,A few times a month
cscs_11118,NA,A few times a week
cscs_11119,NA,NA
cscs_11120,NA,NA
cscs_11121,NA,NA
cscs_11122,NA,A few times a week
cscs_11123,NA,NA
cscs_11124,NA,NA
cscs_11125,NA,Not in the past three months
cscs_11126,NA,A few times a week
cscs_11126,NA,NA
cscs_11127,NA,NA
cscs_11128,NA,NA
cscs_11129,NA,A few times a week
cscs_11130,NA,A few times a week
cscs_11131,NA,NA
cscs_11132,25,Daily or almost daily
cscs_11133,10,Daily or almost daily
cscs_11135,NA,A few times a week
cscs_11136,NA,Daily or almost daily
cscs_11136,NA,Weekly
cscs_11136,NA,A few times a week
cscs_11137,14,NA
cscs_11138,NA,Weekly
cscs_11139,33,Weekly
cscs_11140,36,NA
cscs_11141,NA,NA
cscs_11142,NA,Weekly
cscs_11144,NA,NA
cscs_11145,NA,Daily or almost daily
cscs_11146,NA,NA
cscs_11147,17,Daily or almost daily
cscs_11148,16,Daily or almost daily
cscs_11149,NA,NA
cscs_11150,NA,NA
cscs_11151,NA,A few times a week
cscs_11151,NA,Weekly
cscs_11152,NA,Monthly
cscs_11153,NA,Less than monthly
cscs_11154,NA,Daily or almost daily
cscs_11155,26,NA
cscs_11156,NA,NA
cscs_11157,NA,NA
cscs_11158,11,Daily or almost daily
cscs_11159,22,NA
cscs_11160,NA,NA
cscs_11161,NA,Weekly
cscs_11163,NA,NA
cscs_11164,NA,NA
cscs_11165,NA,A few times a month
cscs_11166,NA,Weekly
cscs_11167,29,Less than monthly
cscs_11168,33,NA
cscs_11169,24,NA
cscs_11172,NA,A few times a week
cscs_11173,NA,NA
cscs_11174,NA,NA
cscs_11175,NA,NA
cscs_11176,NA,NA
cscs_11177,19,Weekly
cscs_11178,36,A few times a week
cscs_11179,NA,NA
cscs_11180,NA,NA
cscs_11181,NA,NA
cscs_11182,NA,Daily or almost daily
cscs_11182,NA,A few times a week
cscs_11183,24,NA
cscs_11184,NA,A few times a week
cscs_11185,NA,NA
cscs_11186,NA,NA
cscs_11187,NA,A few times a month
cscs_11188,NA,Weekly
cscs_11189,NA,NA
cscs_11190,NA,NA
cscs_11191,36,Daily or almost daily
cscs_11192,NA,NA
cscs_11193,31,A few times a week
cscs_11194,NA,A few times a month
cscs_11197,NA,NA
cscs_11198,NA,NA
cscs_11199,NA,NA
cscs_11200,NA,NA
cscs_11201,NA,NA
cscs_11202,9,A few times a month
cscs_11203,NA,NA
cscs_11204,NA,NA
cscs_11205,NA,Daily or almost daily
cscs_11206,NA,NA
cscs_11207,17,Daily or almost daily
cscs_11208,NA,Daily or almost daily
cscs_11209,NA,NA
cscs_11210,NA,NA
cscs_11211,NA,NA
cscs_11212,NA,Monthly
cscs_11213,NA,NA
cscs_11214,NA,Daily or almost daily
cscs_11215,28,Monthly
cscs_11216,NA,A few times a week
cscs_11216,NA,A few times a week
cscs_11217,18,Daily or almost daily
cscs_11218,NA,A few times a month
cscs_11219,NA,Daily or almost daily
cscs_11221,33,Less than monthly
cscs_11222,NA,Not in the past three months
cscs_11223,29,A few times a week
cscs_11224,NA,NA
cscs_11225,NA,NA
cscs_11228,NA,A few times a month
cscs_11230,28,A few times a week
cscs_11231,NA,NA
cscs_11232,NA,Daily or almost daily
cscs_11235,34,A few times a month
cscs_11236,NA,NA
cscs_11237,NA,NA
cscs_11238,NA,NA
cscs_11239,NA,Monthly
cscs_11240,NA,Less than monthly
cscs_11241,37,Daily or almost daily
cscs_11242,NA,NA
cscs_11243,NA,A few times a month
cscs_11244,16,Daily or almost daily
cscs_11245,NA,NA
cscs_11247,NA,NA
cscs_11248,18,Daily or almost daily
cscs_11249,NA,Weekly
cscs_11250,NA,NA
cscs_11251,NA,A few times a month
cscs_11252,NA,NA
cscs_11253,NA,Weekly
cscs_11254,NA,NA
cscs_11255,NA,A few times a week
cscs_11256,NA,A few times a month
cscs_11257,NA,Daily or almost daily
cscs_11258,NA,NA
cscs_11259,NA,Weekly
cscs_11260,NA,A few times a week
cscs_11261,NA,Daily or almost daily
cscs_11261,NA,Daily or almost daily
cscs_11261,NA,Daily or almost daily
cscs_11262,NA,NA
cscs_11263,NA,Daily or almost daily
cscs_11264,NA,Daily or almost daily
cscs_11265,NA,NA
cscs_11266,NA,Weekly
cscs_11266,NA,Weekly
cscs_11266,NA,A few times a week
cscs_11267,NA,NA
cscs_11269,NA,NA
cscs_11270,NA,NA
cscs_11271,NA,Daily or almost daily
cscs_11273,34,Weekly
cscs_11274,NA,Daily or almost daily
cscs_11275,NA,NA
cscs_11276,NA,A few times a week
cscs_11278,NA,NA
cscs_11279,NA,NA
cscs_11280,NA,Monthly
cscs_11280,NA,NA
cscs_11280,NA,NA
cscs_11281,NA,NA
cscs_11282,9,Daily or almost daily
cscs_11283,28,Daily or almost daily
cscs_11284,NA,A few times a month
cscs_11285,NA,NA
cscs_11286,NA,Weekly
cscs_11287,23,A few times a month
cscs_11288,NA,NA
cscs_11289,NA,NA
cscs_11290,NA,A few times a week
cscs_11290,NA,Weekly
cscs_11291,NA,NA
cscs_11292,23,Weekly
cscs_11293,23,Less than monthly
cscs_11294,NA,NA
cscs_11295,NA,A few times a month
cscs_11296,24,Daily or almost daily
cscs_11297,11,Daily or almost daily
cscs_11298,NA,NA
cscs_11299,NA,Less than monthly
cscs_11303,NA,NA
cscs_11304,NA,A few times a month
cscs_11305,40,NA
cscs_11306,NA,NA
cscs_11307,NA,NA
cscs_11309,NA,NA
cscs_11310,NA,NA
cscs_11311,NA,NA
cscs_11312,NA,Daily or almost daily
cscs_11313,NA,NA
cscs_11314,NA,Daily or almost daily
cscs_11315,NA,Less than monthly
cscs_11316,NA,NA
cscs_11317,NA,Daily or almost daily
cscs_11318,20,NA
cscs_11319,NA,A few times a month
cscs_11320,NA,Weekly
cscs_11321,NA,A few times a week
cscs_11322,NA,NA
cscs_11323,NA,Weekly
cscs_11326,NA,NA
cscs_11327,NA,A few times a month
cscs_11328,NA,Monthly
cscs_11330,NA,NA
cscs_11331,NA,A few times a week
cscs_11332,NA,NA
cscs_11333,27,NA
cscs_11334,NA,NA
cscs_11335,NA,NA
cscs_11336,NA,A few times a week
cscs_11337,20,Weekly
cscs_11338,36,A few times a week
cscs_11339,NA,A few times a week
cscs_11341,NA,A few times a week
cscs_11343,NA,A few times a week
cscs_11344,NA,NA
cscs_11345,NA,NA
cscs_11346,20,Daily or almost daily
cscs_11347,NA,NA
cscs_11348,NA,Weekly
cscs_11350,NA,NA
cscs_11351,NA,NA
cscs_11352,NA,Daily or almost daily
cscs_11353,NA,NA
cscs_11354,NA,NA
cscs_11356,NA,Less than monthly
cscs_11356,NA,Not in the past three months
cscs_11356,NA,Weekly
cscs_11357,14,A few times a week
cscs_11358,NA,A few times a week
cscs_11359,NA,NA
cscs_11360,NA,NA
cscs_11361,NA,A few times a month
cscs_11361,NA,A few times a month
cscs_11361,NA,Weekly
cscs_11362,40,A few times a week
cscs_11363,NA,NA
cscs_11364,NA,A few times a month
cscs_11364,NA,A few times a week
cscs_11364,NA,A few times a week
cscs_11365,NA,NA
cscs_11366,NA,NA
cscs_11367,23,A few times a week
cscs_11368,NA,A few times a week
cscs_11369,NA,A few times a month
cscs_11370,NA,Weekly
cscs_11371,26,Daily or almost daily
cscs_11372,30,A few times a week
cscs_11373,28,NA
cscs_11374,NA,A few times a month
cscs_11375,NA,Daily or almost daily
cscs_11376,39,A few times a month
cscs_11377,NA,Daily or almost daily
cscs_11378,NA,Weekly
cscs_11379,NA,Weekly
cscs_11379,NA,Weekly
cscs_11379,NA,Weekly
cscs_11380,NA,NA
cscs_11381,NA,NA
cscs_11383,NA,NA
cscs_11384,NA,A few times a month
cscs_11384,NA,Weekly
cscs_11384,NA,Less than monthly
cscs_11385,NA,A few times a month
cscs_11386,NA,NA
cscs_11388,NA,NA
cscs_11389,NA,NA
cscs_11390,NA,NA
cscs_11391,NA,A few times a month
cscs_11392,NA,NA
cscs_11393,NA,Weekly
cscs_11394,NA,NA
cscs_11395,NA,NA
cscs_11396,NA,Monthly
cscs_11397,NA,NA
cscs_11398,NA,NA
cscs_11399,NA,NA
cscs_11400,NA,NA
cscs_11401,NA,NA
cscs_11402,NA,A few times a month
cscs_11403,NA,Weekly
cscs_11404,NA,Weekly
cscs_11405,NA,A few times a week
cscs_11406,29,NA
cscs_11407,NA,NA
cscs_11408,29,NA
cscs_11409,NA,NA
cscs_11410,NA,NA
cscs_11411,NA,NA
cscs_11412,NA,A few times a month
cscs_11412,NA,Daily or almost daily
cscs_11412,NA,Weekly
cscs_11413,NA,A few times a week
cscs_11414,NA,NA
cscs_11415,NA,A few times a week
cscs_11417,NA,NA
cscs_11418,NA,Daily or almost daily
cscs_11419,NA,A few times a week
cscs_11421,12,Daily or almost daily
cscs_11422,NA,A few times a week
cscs_11424,30,Weekly
cscs_11425,NA,NA
cscs_11426,21,Daily or almost daily
cscs_11427,NA,A few times a month
cscs_11428,NA,Daily or almost daily
cscs_11429,NA,Daily or almost daily
cscs_11429,NA,Daily or almost daily
cscs_11430,NA,Monthly
cscs_11432,NA,A few times a month
cscs_11433,27,Less than monthly
cscs_11434,21,Daily or almost daily
cscs_11435,NA,NA
cscs_11437,NA,NA
cscs_11438,25,Monthly
cscs_11439,NA,NA
cscs_11440,NA,Not in the past three months
cscs_11441,17,A few times a week
cscs_11442,24,NA
cscs_11443,NA,NA
cscs_11444,NA,NA
cscs_11445,NA,NA
cscs_11446,NA,NA
cscs_11447,NA,A few times a week
cscs_11448,NA,Weekly
cscs_11450,39,Less than monthly
cscs_11451,NA,NA
cscs_11452,NA,Daily or almost daily
cscs_11454,NA,A few times a month
cscs_11455,NA,Weekly
cscs_11456,33,A few times a month
cscs_11457,NA,NA
cscs_11458,NA,A few times a month
cscs_11459,NA,NA
cscs_11461,20,NA
cscs_11462,NA,Less than monthly
cscs_11463,NA,A few times a week
cscs_11464,NA,NA
cscs_11465,NA,Weekly
cscs_11466,NA,NA
cscs_11467,NA,A few times a week
cscs_11468,20,A few times a week
cscs_11469,9,Daily or almost daily
cscs_11470,NA,A few times a week
cscs_11471,34,A few times a month
cscs_11472,NA,NA
cscs_11473,9,A few times a week
cscs_11474,NA,A few times a week
cscs_11475,27,Weekly
cscs_11477,NA,Daily or almost daily
cscs_11478,NA,NA
cscs_11478,NA,Daily or almost daily
cscs_11478,NA,Not in the past three months
cscs_11479,NA,NA
cscs_11481,NA,Weekly
cscs_11483,NA,NA
cscs_11484,NA,NA
cscs_11485,NA,NA
cscs_11487,NA,A few times a month
cscs_11488,NA,A few times a week
cscs_11489,NA,NA
cscs_11490,NA,NA
cscs_11491,NA,NA
cscs_11492,NA,Daily or almost daily
cscs_11493,NA,NA
cscs_11494,NA,NA
cscs_11495,NA,A few times a month
cscs_11496,NA,A few times a week
cscs_11496,NA,Weekly
cscs_11496,NA,A few times a month
cscs_11497,NA,NA
cscs_11500,NA,A few times a week
cscs_11501,NA,NA
cscs_11502,NA,NA
cscs_11503,NA,Daily or almost daily
cscs_11504,23,Daily or almost daily
cscs_11506,NA,NA
cscs_11507,NA,NA
cscs_11508,NA,NA
cscs_11509,31,A few times a month
cscs_11510,NA,NA
cscs_11512,NA,NA
cscs_11513,NA,A few times a month
cscs_11514,23,Daily or almost daily
cscs_11515,32,Daily or almost daily
cscs_11516,26,NA
cscs_11517,NA,NA
cscs_11518,NA,Less than monthly
cscs_11519,30,Daily or almost daily
cscs_11520,NA,NA
cscs_11521,25,A few times a month
cscs_11522,NA,NA
cscs_11523,14,A few times a week
cscs_11524,NA,NA
cscs_11525,28,NA
cscs_11526,NA,A few times a month
cscs_11527,NA,Weekly
cscs_11528,NA,Less than monthly
cscs_11529,NA,Monthly
cscs_11530,27,Daily or almost daily
cscs_11531,NA,Not in the past three months
cscs_11532,NA,A few times a month
cscs_11532,NA,A few times a month
cscs_11533,NA,Less than monthly
cscs_11534,NA,Daily or almost daily
cscs_11535,NA,NA
cscs_11536,30,Weekly
cscs_11538,13,NA
cscs_11539,36,NA
cscs_11540,NA,NA
cscs_11541,NA,NA
cscs_11542,40,A few times a month
cscs_11544,32,A few times a week
cscs_11545,NA,NA
cscs_11547,NA,NA
cscs_11548,NA,Less than monthly
cscs_11549,NA,A few times a week
cscs_11550,31,Monthly
cscs_11551,NA,NA
cscs_11552,NA,NA
cscs_11553,NA,A few times a month
cscs_11554,NA,NA
cscs_11555,NA,NA
cscs_11556,NA,NA
cscs_11557,NA,A few times a month
